region,offence,year,crimes.number,erp,crime.rate
Murray,Transport regulatory offences,2017,17,114877,15
Murrumbidgee,Abduction and kidnapping,2017,2,149544,1
Murrumbidgee,Against justice procedures,2017,1813,149544,1212
Murrumbidgee,Arson,2017,265,149544,177
Murrumbidgee,Assault,2017,1738,149544,1162
Murrumbidgee,Betting and gaming offences,2017,19,149544,13
Murrumbidgee,Blackmail and extortion,2017,3,149544,2
Murrumbidgee,Disorderly conduct,2017,716,149544,479
Murrumbidgee,Drug offences,2017,1138,149544,761
Murrumbidgee,Homicide,2017,3,149544,2
Murrumbidgee,"Intimidation, stalking and harassment",2017,935,149544,625
Murrumbidgee,Liquor offences,2017,380,149544,254
Murrumbidgee,Malicious damage to property,2017,1906,149544,1275
Murrumbidgee,Other offences,2017,363,149544,243
Murrumbidgee,Other offences against the person,2017,25,149544,17
Murrumbidgee,Pornography offences,2017,21,149544,14
Murrumbidgee,Prohibited and regulated weapons offences,2017,532,149544,356
Murrumbidgee,Prostitution offences,2017,0,149544,0
Murrumbidgee,Robbery,2017,34,149544,23
Murrumbidgee,Sexual offences,2017,290,149544,194
Murrumbidgee,Theft,2017,5840,149544,3905
Murrumbidgee,Transport regulatory offences,2017,33,149544,22
North Western,Abduction and kidnapping,2017,4,97108,4
North Western,Against justice procedures,2017,2194,97108,2259
North Western,Arson,2017,302,97108,311
North Western,Assault,2017,1786,97108,1839
North Western,Betting and gaming offences,2017,2,97108,2
North Western,Blackmail and extortion,2017,0,97108,0
North Western,Disorderly conduct,2017,850,97108,875
North Western,Drug offences,2017,603,97108,621
North Western,Homicide,2017,0,97108,0
North Western,"Intimidation, stalking and harassment",2017,982,97108,1011
North Western,Liquor offences,2017,179,97108,184
North Western,Malicious damage to property,2017,1900,97108,1957
North Western,Other offences,2017,334,97108,344
North Western,Other offences against the person,2017,19,97108,20
North Western,Pornography offences,2017,26,97108,27
North Western,Prohibited and regulated weapons offences,2017,425,97108,438
North Western,Prostitution offences,2017,0,97108,0
North Western,Robbery,2017,28,97108,29
North Western,Sexual offences,2017,390,97108,402
North Western,Theft,2017,5282,97108,5439
North Western,Transport regulatory offences,2017,30,97108,31
Northern,Abduction and kidnapping,2017,7,186291,4
Northern,Against justice procedures,2017,2110,186291,1133
Northern,Arson,2017,420,186291,225
Northern,Assault,2017,2577,186291,1383
Northern,Betting and gaming offences,2017,7,186291,4
Northern,Blackmail and extortion,2017,2,186291,1
Northern,Disorderly conduct,2017,1414,186291,759
Northern,Drug offences,2017,1013,186291,544
Northern,Homicide,2017,4,186291,2
Northern,"Intimidation, stalking and harassment",2017,1319,186291,708
Northern,Liquor offences,2017,337,186291,181
Northern,Malicious damage to property,2017,3030,186291,1626
Northern,Other offences,2017,644,186291,346
Northern,Other offences against the person,2017,20,186291,11
Northern,Pornography offences,2017,17,186291,9
Northern,Prohibited and regulated weapons offences,2017,591,186291,317
Northern,Prostitution offences,2017,1,186291,1
Northern,Robbery,2017,74,186291,40
Northern,Sexual offences,2017,518,186291,278
Northern,Theft,2017,7909,186291,4246
Northern,Transport regulatory offences,2017,32,186291,17
Richmond Tweed,Abduction and kidnapping,2017,9,248502,4
Richmond Tweed,Against justice procedures,2017,1759,248502,708
Richmond Tweed,Arson,2017,233,248502,94
Richmond Tweed,Assault,2017,2145,248502,863
Richmond Tweed,Betting and gaming offences,2017,2,248502,1
Richmond Tweed,Blackmail and extortion,2017,0,248502,0
Richmond Tweed,Disorderly conduct,2017,1142,248502,460
Richmond Tweed,Drug offences,2017,2691,248502,1083
Richmond Tweed,Homicide,2017,5,248502,2
Richmond Tweed,"Intimidation, stalking and harassment",2017,949,248502,382
Richmond Tweed,Liquor offences,2017,450,248502,181
Richmond Tweed,Malicious damage to property,2017,2039,248502,821
Richmond Tweed,Other offences,2017,510,248502,205
Richmond Tweed,Other offences against the person,2017,19,248502,8
Richmond Tweed,Pornography offences,2017,18,248502,7
Richmond Tweed,Prohibited and regulated weapons offences,2017,441,248502,177
Richmond Tweed,Prostitution offences,2017,0,248502,0
Richmond Tweed,Robbery,2017,47,248502,19
Richmond Tweed,Sexual offences,2017,480,248502,193
Richmond Tweed,Theft,2017,6581,248502,2648
Richmond Tweed,Transport regulatory offences,2017,16,248502,6
Southeastern,Abduction and kidnapping,2017,2,240120,1
Southeastern,Against justice procedures,2017,1424,240120,593
Southeastern,Arson,2017,194,240120,81
Southeastern,Assault,2017,1750,240120,729
Southeastern,Betting and gaming offences,2017,2,240120,1
Southeastern,Blackmail and extortion,2017,0,240120,0
Southeastern,Disorderly conduct,2017,927,240120,386
Southeastern,Drug offences,2017,1223,240120,509
Southeastern,Homicide,2017,1,240120,0
Southeastern,"Intimidation, stalking and harassment",2017,893,240120,372
Southeastern,Liquor offences,2017,436,240120,182
Southeastern,Malicious damage to property,2017,2072,240120,863
Southeastern,Other offences,2017,753,240120,314
Southeastern,Other offences against the person,2017,29,240120,12
Southeastern,Pornography offences,2017,24,240120,10
Southeastern,Prohibited and regulated weapons offences,2017,525,240120,219
Southeastern,Prostitution offences,2017,0,240120,0
Southeastern,Robbery,2017,21,240120,9
Southeastern,Sexual offences,2017,496,240120,207
Southeastern,Theft,2017,5313,240120,2213
Southeastern,Transport regulatory offences,2017,15,240120,6
Sydney Surrounds,Abduction and kidnapping,2017,20,535789,4
Sydney Surrounds,Against justice procedures,2017,3624,535789,676
Sydney Surrounds,Arson,2017,477,535789,89
Sydney Surrounds,Assault,2017,4421,535789,825
Sydney Surrounds,Betting and gaming offences,2017,1,535789,0
Sydney Surrounds,Blackmail and extortion,2017,4,535789,1
Sydney Surrounds,Disorderly conduct,2017,992,535789,185
Sydney Surrounds,Drug offences,2017,2288,535789,427
Sydney Surrounds,Homicide,2017,8,535789,1
Sydney Surrounds,"Intimidation, stalking and harassment",2017,2804,535789,523
Sydney Surrounds,Liquor offences,2017,404,535789,75
Sydney Surrounds,Malicious damage to property,2017,4371,535789,816
Sydney Surrounds,Other offences,2017,937,535789,175
Sydney Surrounds,Other offences against the person,2017,36,535789,7
Sydney Surrounds,Pornography offences,2017,44,535789,8
Sydney Surrounds,Prohibited and regulated weapons offences,2017,791,535789,148
Sydney Surrounds,Prostitution offences,2017,0,535789,0
Sydney Surrounds,Robbery,2017,115,535789,21
Sydney Surrounds,Sexual offences,2017,1007,535789,188
Sydney Surrounds,Theft,2017,12273,535789,2291
Sydney Surrounds,Transport regulatory offences,2017,10020,535789,1870
All Regions,Abduction and kidnapping,2001,440,6530349,7
All Regions,Against justice procedures,2001,31343,6530349,480
All Regions,Arson,2001,7431,6530349,114
All Regions,Assault,2001,67806,6530349,1038
All Regions,Betting and gaming offences,2001,25,6530349,0
All Regions,Blackmail and extortion,2001,57,6530349,1
All Regions,Disorderly conduct,2001,20325,6530349,311
All Regions,Drug offences,2001,26992,6530349,413
All Regions,Homicide,2001,301,6530349,5
All Regions,"Intimidation, stalking and harassment",2001,16588,6530349,254
All Regions,Liquor offences,2001,7795,6530349,119
All Regions,Malicious damage to property,2001,96609,6530349,1479
All Regions,Other offences,2001,16595,6530349,254
All Regions,Other offences against the person,2001,979,6530349,15
All Regions,Pornography offences,2001,61,6530349,1
All Regions,Prohibited and regulated weapons offences,2001,10066,6530349,154
All Regions,Prostitution offences,2001,585,6530349,9
All Regions,Robbery,2001,13918,6530349,213
All Regions,Sexual offences,2001,9016,6530349,138
All Regions,Theft,2001,461495,6530349,7067
All Regions,Transport regulatory offences,2001,8149,6530349,125
All Regions,Abduction and kidnapping,2002,368,6580807,6
All Regions,Against justice procedures,2002,32402,6580807,492
All Regions,Arson,2002,6846,6580807,104
All Regions,Assault,2002,70808,6580807,1076
All Regions,Betting and gaming offences,2002,75,6580807,1
All Regions,Blackmail and extortion,2002,54,6580807,1
All Regions,Disorderly conduct,2002,20941,6580807,318
All Regions,Drug offences,2002,22491,6580807,342
All Regions,Homicide,2002,224,6580807,3
All Regions,"Intimidation, stalking and harassment",2002,17131,6580807,260
All Regions,Liquor offences,2002,12540,6580807,191
All Regions,Malicious damage to property,2002,93555,6580807,1422
All Regions,Other offences,2002,17984,6580807,273
All Regions,Other offences against the person,2002,1131,6580807,17
All Regions,Pornography offences,2002,80,6580807,1
All Regions,Prohibited and regulated weapons offences,2002,9485,6580807,144
All Regions,Prostitution offences,2002,332,6580807,5
All Regions,Robbery,2002,10612,6580807,161
All Regions,Sexual offences,2002,9666,6580807,147
All Regions,Theft,2002,408640,6580807,6210
All Regions,Transport regulatory offences,2002,24491,6580807,372
All Regions,Abduction and kidnapping,2003,338,6620715,5
All Regions,Against justice procedures,2003,31222,6620715,472
All Regions,Arson,2003,5460,6620715,82
All Regions,Assault,2003,70864,6620715,1070
All Regions,Betting and gaming offences,2003,168,6620715,3
All Regions,Blackmail and extortion,2003,54,6620715,1
All Regions,Disorderly conduct,2003,20463,6620715,309
All Regions,Drug offences,2003,22332,6620715,337
All Regions,Homicide,2003,217,6620715,3
All Regions,"Intimidation, stalking and harassment",2003,19065,6620715,288
All Regions,Liquor offences,2003,13317,6620715,201
All Regions,Malicious damage to property,2003,94594,6620715,1429
All Regions,Other offences,2003,20430,6620715,309
All Regions,Other offences against the person,2003,1252,6620715,19
All Regions,Pornography offences,2003,98,6620715,1
All Regions,Prohibited and regulated weapons offences,2003,9255,6620715,140
All Regions,Prostitution offences,2003,198,6620715,3
All Regions,Robbery,2003,9711,6620715,147
All Regions,Sexual offences,2003,9356,6620715,141
All Regions,Theft,2003,363632,6620715,5492
All Regions,Transport regulatory offences,2003,43802,6620715,662
All Regions,Abduction and kidnapping,2004,385,6650735,6
All Regions,Against justice procedures,2004,30327,6650735,456
All Regions,Arson,2004,6232,6650735,94
All Regions,Assault,2004,68087,6650735,1024
All Regions,Betting and gaming offences,2004,211,6650735,3
All Regions,Blackmail and extortion,2004,63,6650735,1
All Regions,Disorderly conduct,2004,19840,6650735,298
All Regions,Drug offences,2004,22745,6650735,342
All Regions,Homicide,2004,156,6650735,2
All Regions,"Intimidation, stalking and harassment",2004,20355,6650735,306
All Regions,Liquor offences,2004,12628,6650735,190
All Regions,Malicious damage to property,2004,94752,6650735,1425
All Regions,Other offences,2004,18568,6650735,279
All Regions,Other offences against the person,2004,1374,6650735,21
All Regions,Pornography offences,2004,203,6650735,3
All Regions,Prohibited and regulated weapons offences,2004,9649,6650735,145
All Regions,Prostitution offences,2004,167,6650735,3
All Regions,Robbery,2004,7900,6650735,119
All Regions,Sexual offences,2004,9531,6650735,143
All Regions,Theft,2004,324711,6650735,4882
All Regions,Transport regulatory offences,2004,42506,6650735,639
All Regions,Abduction and kidnapping,2005,375,6693206,6
All Regions,Against justice procedures,2005,31383,6693206,469
All Regions,Arson,2005,6530,6693206,98
All Regions,Assault,2005,69405,6693206,1037
All Regions,Betting and gaming offences,2005,134,6693206,2
All Regions,Blackmail and extortion,2005,60,6693206,1
All Regions,Disorderly conduct,2005,22019,6693206,329
All Regions,Drug offences,2005,21765,6693206,325
All Regions,Homicide,2005,158,6693206,2
All Regions,"Intimidation, stalking and harassment",2005,23050,6693206,344
All Regions,Liquor offences,2005,13538,6693206,202
All Regions,Malicious damage to property,2005,103130,6693206,1541
All Regions,Other offences,2005,17539,6693206,262
All Regions,Other offences against the person,2005,1475,6693206,22
All Regions,Pornography offences,2005,117,6693206,2
All Regions,Prohibited and regulated weapons offences,2005,7938,6693206,119
All Regions,Prostitution offences,2005,140,6693206,2
All Regions,Robbery,2005,7950,6693206,119
All Regions,Sexual offences,2005,9481,6693206,142
All Regions,Theft,2005,300339,6693206,4487
All Regions,Transport regulatory offences,2005,36855,6693206,551
All Regions,Abduction and kidnapping,2006,364,6742690,5
All Regions,Against justice procedures,2006,34736,6742690,515
All Regions,Arson,2006,7799,6742690,116
All Regions,Assault,2006,70025,6742690,1039
All Regions,Betting and gaming offences,2006,395,6742690,6
All Regions,Blackmail and extortion,2006,71,6742690,1
All Regions,Disorderly conduct,2006,21482,6742690,319
All Regions,Drug offences,2006,21507,6742690,319
All Regions,Homicide,2006,179,6742690,3
All Regions,"Intimidation, stalking and harassment",2006,23864,6742690,354
All Regions,Liquor offences,2006,15367,6742690,228
All Regions,Malicious damage to property,2006,108731,6742690,1613
All Regions,Other offences,2006,16554,6742690,246
All Regions,Other offences against the person,2006,1633,6742690,24
All Regions,Pornography offences,2006,136,6742690,2
All Regions,Prohibited and regulated weapons offences,2006,8128,6742690,121
All Regions,Prostitution offences,2006,111,6742690,2
All Regions,Robbery,2006,7659,6742690,114
All Regions,Sexual offences,2006,9150,6742690,136
All Regions,Theft,2006,297573,6742690,4413
All Regions,Transport regulatory offences,2006,34573,6742690,513
All Regions,Abduction and kidnapping,2007,341,6834156,5
All Regions,Against justice procedures,2007,39344,6834156,576
All Regions,Arson,2007,7118,6834156,104
All Regions,Assault,2007,71394,6834156,1045
All Regions,Betting and gaming offences,2007,329,6834156,5
All Regions,Blackmail and extortion,2007,59,6834156,1
All Regions,Disorderly conduct,2007,23621,6834156,346
All Regions,Drug offences,2007,22111,6834156,324
All Regions,Homicide,2007,147,6834156,2
All Regions,"Intimidation, stalking and harassment",2007,25834,6834156,378
All Regions,Liquor offences,2007,18076,6834156,264
All Regions,Malicious damage to property,2007,107220,6834156,1569
All Regions,Other offences,2007,15546,6834156,227
All Regions,Other offences against the person,2007,1647,6834156,24
All Regions,Pornography offences,2007,181,6834156,3
All Regions,Prohibited and regulated weapons offences,2007,8379,6834156,123
All Regions,Prostitution offences,2007,135,6834156,2
All Regions,Robbery,2007,7450,6834156,109
All Regions,Sexual offences,2007,9199,6834156,135
All Regions,Theft,2007,291977,6834156,4272
