region,offence,year,crimes.number,erp,crime.rate
Southeastern,Abduction and kidnapping,2010,1,228410,0
Southeastern,Against justice procedures,2010,1102,228410,482
Southeastern,Arson,2010,128,228410,56
Southeastern,Assault,2010,1939,228410,849
Southeastern,Betting and gaming offences,2010,2,228410,1
Southeastern,Blackmail and extortion,2010,2,228410,1
Southeastern,Disorderly conduct,2010,1261,228410,552
Southeastern,Drug offences,2010,1239,228410,542
Southeastern,Homicide,2010,4,228410,2
Southeastern,"Intimidation, stalking and harassment",2010,823,228410,360
Southeastern,Liquor offences,2010,784,228410,343
Southeastern,Malicious damage to property,2010,3035,228410,1329
Southeastern,Other offences,2010,905,228410,396
Southeastern,Other offences against the person,2010,57,228410,25
Southeastern,Pornography offences,2010,7,228410,3
Southeastern,Prohibited and regulated weapons offences,2010,340,228410,149
Southeastern,Prostitution offences,2010,1,228410,0
Southeastern,Robbery,2010,36,228410,16
Southeastern,Sexual offences,2010,350,228410,153
Southeastern,Theft,2010,6331,228410,2772
Southeastern,Transport regulatory offences,2010,15,228410,7
Sydney Surrounds,Abduction and kidnapping,2010,15,506398,3
Sydney Surrounds,Against justice procedures,2010,3210,506398,634
Sydney Surrounds,Arson,2010,461,506398,91
Sydney Surrounds,Assault,2010,4567,506398,902
Sydney Surrounds,Betting and gaming offences,2010,5,506398,1
Sydney Surrounds,Blackmail and extortion,2010,0,506398,0
Sydney Surrounds,Disorderly conduct,2010,1243,506398,245
Sydney Surrounds,Drug offences,2010,1073,506398,212
Sydney Surrounds,Homicide,2010,7,506398,1
Sydney Surrounds,"Intimidation, stalking and harassment",2010,1969,506398,389
Sydney Surrounds,Liquor offences,2010,662,506398,131
Sydney Surrounds,Malicious damage to property,2010,7264,506398,1434
Sydney Surrounds,Other offences,2010,789,506398,156
Sydney Surrounds,Other offences against the person,2010,105,506398,21
Sydney Surrounds,Pornography offences,2010,21,506398,4
Sydney Surrounds,Prohibited and regulated weapons offences,2010,383,506398,76
Sydney Surrounds,Prostitution offences,2010,2,506398,0
Sydney Surrounds,Robbery,2010,203,506398,40
Sydney Surrounds,Sexual offences,2010,796,506398,157
Sydney Surrounds,Theft,2010,15490,506398,3059
Sydney Surrounds,Transport regulatory offences,2010,4379,506398,865
Central West,Abduction and kidnapping,2011,17,202442,8
Central West,Against justice procedures,2011,2165,202442,1069
Central West,Arson,2011,253,202442,125
Central West,Assault,2011,2766,202442,1366
Central West,Betting and gaming offences,2011,10,202442,5
Central West,Blackmail and extortion,2011,1,202442,0
Central West,Disorderly conduct,2011,1426,202442,704
Central West,Drug offences,2011,911,202442,450
Central West,Homicide,2011,5,202442,2
Central West,"Intimidation, stalking and harassment",2011,1178,202442,582
Central West,Liquor offences,2011,621,202442,307
Central West,Malicious damage to property,2011,3929,202442,1941
Central West,Other offences,2011,610,202442,301
Central West,Other offences against the person,2011,54,202442,27
Central West,Pornography offences,2011,7,202442,3
Central West,Prohibited and regulated weapons offences,2011,346,202442,171
Central West,Prostitution offences,2011,0,202442,0
Central West,Robbery,2011,70,202442,35
Central West,Sexual offences,2011,427,202442,211
Central West,Theft,2011,7716,202442,3811
Central West,Transport regulatory offences,2011,11,202442,5
Far West,Abduction and kidnapping,2011,1,22329,4
Far West,Against justice procedures,2011,556,22329,2490
Far West,Arson,2011,13,22329,58
Far West,Assault,2011,601,22329,2692
Far West,Betting and gaming offences,2011,0,22329,0
Far West,Blackmail and extortion,2011,0,22329,0
Far West,Disorderly conduct,2011,223,22329,999
Far West,Drug offences,2011,101,22329,452
Far West,Homicide,2011,0,22329,0
Far West,"Intimidation, stalking and harassment",2011,152,22329,681
Far West,Liquor offences,2011,99,22329,443
Far West,Malicious damage to property,2011,534,22329,2392
Far West,Other offences,2011,117,22329,524
Far West,Other offences against the person,2011,7,22329,31
Far West,Pornography offences,2011,1,22329,4
Far West,Prohibited and regulated weapons offences,2011,44,22329,197
Far West,Prostitution offences,2011,0,22329,0
Far West,Robbery,2011,5,22329,22
Far West,Sexual offences,2011,54,22329,242
Far West,Theft,2011,941,22329,4214
Far West,Transport regulatory offences,2011,4,22329,18
Greater Metropolitan Sydney,Abduction and kidnapping,2011,192,4098704,5
Greater Metropolitan Sydney,Against justice procedures,2011,29684,4098704,724
Greater Metropolitan Sydney,Arson,2011,2339,4098704,57
Greater Metropolitan Sydney,Assault,2011,32979,4098704,805
Greater Metropolitan Sydney,Betting and gaming offences,2011,56,4098704,1
Greater Metropolitan Sydney,Blackmail and extortion,2011,84,4098704,2
Greater Metropolitan Sydney,Disorderly conduct,2011,10799,4098704,263
Greater Metropolitan Sydney,Drug offences,2011,18027,4098704,440
Greater Metropolitan Sydney,Homicide,2011,82,4098704,2
Greater Metropolitan Sydney,"Intimidation, stalking and harassment",2011,14731,4098704,359
Greater Metropolitan Sydney,Liquor offences,2011,9002,4098704,220
Greater Metropolitan Sydney,Malicious damage to property,2011,39511,4098704,964
Greater Metropolitan Sydney,Other offences,2011,6876,4098704,168
Greater Metropolitan Sydney,Other offences against the person,2011,588,4098704,14
Greater Metropolitan Sydney,Pornography offences,2011,160,4098704,4
Greater Metropolitan Sydney,Prohibited and regulated weapons offences,2011,3918,4098704,96
Greater Metropolitan Sydney,Prostitution offences,2011,99,4098704,2
Greater Metropolitan Sydney,Robbery,2011,3704,4098704,90
Greater Metropolitan Sydney,Sexual offences,2011,4584,4098704,112
Greater Metropolitan Sydney,Theft,2011,139160,4098704,3395
Greater Metropolitan Sydney,Transport regulatory offences,2011,48733,4098704,1189
Hunter,Abduction and kidnapping,2011,34,604597,6
Hunter,Against justice procedures,2011,4008,604597,663
Hunter,Arson,2011,1018,604597,168
Hunter,Assault,2011,5694,604597,942
Hunter,Betting and gaming offences,2011,2,604597,0
Hunter,Blackmail and extortion,2011,0,604597,0
Hunter,Disorderly conduct,2011,1722,604597,285
Hunter,Drug offences,2011,1571,604597,260
Hunter,Homicide,2011,16,604597,3
Hunter,"Intimidation, stalking and harassment",2011,2491,604597,412
Hunter,Liquor offences,2011,698,604597,115
Hunter,Malicious damage to property,2011,10121,604597,1674
Hunter,Other offences,2011,915,604597,151
Hunter,Other offences against the person,2011,114,604597,19
Hunter,Pornography offences,2011,43,604597,7
Hunter,Prohibited and regulated weapons offences,2011,539,604597,89
Hunter,Prostitution offences,2011,5,604597,1
Hunter,Robbery,2011,294,604597,49
Hunter,Sexual offences,2011,1096,604597,181
Hunter,Theft,2011,26137,604597,4323
Hunter,Transport regulatory offences,2011,2843,604597,470
Illawarra,Abduction and kidnapping,2011,37,431421,9
Illawarra,Against justice procedures,2011,3302,431421,765
Illawarra,Arson,2011,466,431421,108
Illawarra,Assault,2011,3862,431421,895
Illawarra,Betting and gaming offences,2011,18,431421,4
Illawarra,Blackmail and extortion,2011,1,431421,0
Illawarra,Disorderly conduct,2011,1133,431421,263
Illawarra,Drug offences,2011,1516,431421,351
Illawarra,Homicide,2011,5,431421,1
Illawarra,"Intimidation, stalking and harassment",2011,1929,431421,447
Illawarra,Liquor offences,2011,915,431421,212
Illawarra,Malicious damage to property,2011,5472,431421,1268
Illawarra,Other offences,2011,706,431421,164
Illawarra,Other offences against the person,2011,91,431421,21
Illawarra,Pornography offences,2011,9,431421,2
Illawarra,Prohibited and regulated weapons offences,2011,484,431421,112
Illawarra,Prostitution offences,2011,0,431421,0
Illawarra,Robbery,2011,197,431421,46
Illawarra,Sexual offences,2011,586,431421,136
Illawarra,Theft,2011,14260,431421,3305
Illawarra,Transport regulatory offences,2011,1943,431421,450
Mid North Coast,Abduction and kidnapping,2011,10,347595,3
Mid North Coast,Against justice procedures,2011,2186,347595,629
Mid North Coast,Arson,2011,493,347595,142
Mid North Coast,Assault,2011,3728,347595,1073
Mid North Coast,Betting and gaming offences,2011,1,347595,0
Mid North Coast,Blackmail and extortion,2011,2,347595,1
Mid North Coast,Disorderly conduct,2011,1700,347595,489
Mid North Coast,Drug offences,2011,1546,347595,445
Mid North Coast,Homicide,2011,5,347595,1
Mid North Coast,"Intimidation, stalking and harassment",2011,1611,347595,463
Mid North Coast,Liquor offences,2011,987,347595,284
Mid North Coast,Malicious damage to property,2011,4957,347595,1426
Mid North Coast,Other offences,2011,970,347595,279
Mid North Coast,Other offences against the person,2011,76,347595,22
Mid North Coast,Pornography offences,2011,12,347595,3
Mid North Coast,Prohibited and regulated weapons offences,2011,364,347595,105
Mid North Coast,Prostitution offences,2011,1,347595,0
Mid North Coast,Robbery,2011,138,347595,40
Mid North Coast,Sexual offences,2011,606,347595,174
Mid North Coast,Theft,2011,12808,347595,3685
Mid North Coast,Transport regulatory offences,2011,43,347595,12
Murray,Abduction and kidnapping,2011,8,109664,7
Murray,Against justice procedures,2011,1048,109664,956
Murray,Arson,2011,113,109664,103
Murray,Assault,2011,1048,109664,956
Murray,Betting and gaming offences,2011,9,109664,8
Murray,Blackmail and extortion,2011,0,109664,0
Murray,Disorderly conduct,2011,639,109664,583
Murray,Drug offences,2011,871,109664,794
Murray,Homicide,2011,2,109664,2
Murray,"Intimidation, stalking and harassment",2011,427,109664,389
Murray,Liquor offences,2011,337,109664,307
Murray,Malicious damage to property,2011,1884,109664,1718
Murray,Other offences,2011,307,109664,280
Murray,Other offences against the person,2011,35,109664,32
Murray,Pornography offences,2011,5,109664,5
Murray,Prohibited and regulated weapons offences,2011,184,109664,168
Murray,Prostitution offences,2011,1,109664,1
Murray,Robbery,2011,26,109664,24
Murray,Sexual offences,2011,195,109664,178
Murray,Theft,2011,4386,109664,3999
Murray,Transport regulatory offences,2011,7,109664,6
Murrumbidgee,Abduction and kidnapping,2011,9,145078,6
Murrumbidgee,Against justice procedures,2011,1244,145078,857
Murrumbidgee,Arson,2011,145,145078,100
Murrumbidgee,Assault,2011,1774,145078,1223
Murrumbidgee,Betting and gaming offences,2011,12,145078,8
Murrumbidgee,Blackmail and extortion,2011,2,145078,1
Murrumbidgee,Disorderly conduct,2011,886,145078,611
Murrumbidgee,Drug offences,2011,1020,145078,703
Murrumbidgee,Homicide,2011,2,145078,1
Murrumbidgee,"Intimidation, stalking and harassment",2011,934,145078,644
Murrumbidgee,Liquor offences,2011,393,145078,271
Murrumbidgee,Malicious damage to property,2011,2456,145078,1693
Murrumbidgee,Other offences,2011,430,145078,296
Murrumbidgee,Other offences against the person,2011,40,145078,28
Murrumbidgee,Pornography offences,2011,13,145078,9
Murrumbidgee,Prohibited and regulated weapons offences,2011,410,145078,283
Murrumbidgee,Prostitution offences,2011,1,145078,1
Murrumbidgee,Robbery,2011,46,145078,32
Murrumbidgee,Sexual offences,2011,320,145078,221
Murrumbidgee,Theft,2011,5849,145078,4032
Murrumbidgee,Transport regulatory offences,2011,21,145078,14
North Western,Abduction and kidnapping,2011,14,97028,14
North Western,Against justice procedures,2011,1866,97028,1923
North Western,Arson,2011,266,97028,274
North Western,Assault,2011,2236,97028,2304
North Western,Betting and gaming offences,2011,0,97028,0
North Western,Blackmail and extortion,2011,0,97028,0
North Western,Disorderly conduct,2011,1033,97028,1065
North Western,Drug offences,2011,473,97028,487
North Western,Homicide,2011,4,97028,4
North Western,"Intimidation, stalking and harassment",2011,759,97028,782
North Western,Liquor offences,2011,587,97028,605
North Western,Malicious damage to property,2011,2428,97028,2502
North Western,Other offences,2011,405,97028,417
North Western,Other offences against the person,2011,68,97028,70
North Western,Pornography offences,2011,10,97028,10
North Western,Prohibited and regulated weapons offences,2011,222,97028,229
North Western,Prostitution offences,2011,4,97028,4
North Western,Robbery,2011,56,97028,58
North Western,Sexual offences,2011,308,97028,317
North Western,Theft,2011,5302,97028,5464
North Western,Transport regulatory offences,2011,12,97028,12
Northern,Abduction and kidnapping,2011,10,182614,5
Northern,Against justice procedures,2011,1573,182614,861
Northern,Arson,2011,215,182614,118
Northern,Assault,2011,2681,182614,1468
Northern,Betting and gaming offences,2011,5,182614,3
Northern,Blackmail and extortion,2011,1,182614,1
Northern,Disorderly conduct,2011,1824,182614,999
Northern,Drug offences,2011,915,182614,501
Northern,Homicide,2011,2,182614,1
Northern,"Intimidation, stalking and harassment",2011,1308,182614,716
Northern,Liquor offences,2011,742,182614,406
Northern,Malicious damage to property,2011,3312,182614,1814
Northern,Other offences,2011,815,182614,446
Northern,Other offences against the person,2011,65,182614,36
Northern,Pornography offences,2011,12,182614,7
Northern,Prohibited and regulated weapons offences,2011,317,182614,174
Northern,Prostitution offences,2011,0,182614,0
Northern,Robbery,2011,54,182614,30
Northern,Sexual offences,2011,456,182614,250
Northern,Theft,2011,7247,182614,3968
Northern,Transport regulatory offences,2011,35,182614,19
Richmond Tweed,Abduction and kidnapping,2011,14,236498,6
Richmond Tweed,Against justice procedures,2011,1373,236498,581
Richmond Tweed,Arson,2011,187,236498,79
Richmond Tweed,Assault,2011,2426,236498,1026
Richmond Tweed,Betting and gaming offences,2011,8,236498,3
Richmond Tweed,Blackmail and extortion,2011,0,236498,0
Richmond Tweed,Disorderly conduct,2011,1165,236498,493
Richmond Tweed,Drug offences,2011,1713,236498,724
Richmond Tweed,Homicide,2011,9,236498,4
Richmond Tweed,"Intimidation, stalking and harassment",2011,913,236498,386
Richmond Tweed,Liquor offences,2011,648,236498,274
Richmond Tweed,Malicious damage to property,2011,2834,236498,1198
Richmond Tweed,Other offences,2011,546,236498,231
Richmond Tweed,Other offences against the person,2011,56,236498,24
Richmond Tweed,Pornography offences,2011,11,236498,5
Richmond Tweed,Prohibited and regulated weapons offences,2011,232,236498,98
Richmond Tweed,Prostitution offences,2011,0,236498,0
Richmond Tweed,Robbery,2011,81,236498,34
Richmond Tweed,Sexual offences,2011,540,236498,228
Richmond Tweed,Theft,2011,8853,236498,3743
Richmond Tweed,Transport regulatory offences,2011,15,236498,6
Southeastern,Abduction and kidnapping,2011,12,230389,5
Southeastern,Against justice procedures,2011,1145,230389,497
Southeastern,Arson,2011,113,230389,49
Southeastern,Assault,2011,1991,230389,864
Southeastern,Betting and gaming offences,2011,0,230389,0
Southeastern,Blackmail and extortion,2011,1,230389,0
Southeastern,Disorderly conduct,2011,1333,230389,579
Southeastern,Drug offences,2011,1259,230389,546
Southeastern,Homicide,2011,4,230389,2
Southeastern,"Intimidation, stalking and harassment",2011,901,230389,391
Southeastern,Liquor offences,2011,634,230389,275
Southeastern,Malicious damage to property,2011,3009,230389,1306
Southeastern,Other offences,2011,857,230389,372
Southeastern,Other offences against the person,2011,64,230389,28
Southeastern,Pornography offences,2011,13,230389,6
Southeastern,Prohibited and regulated weapons offences,2011,334,230389,145
Southeastern,Prostitution offences,2011,0,230389,0
Southeastern,Robbery,2011,26,230389,11
Southeastern,Sexual offences,2011,381,230389,165
Southeastern,Theft,2011,5869,230389,2547
Southeastern,Transport regulatory offences,2011,17,230389,7
Sydney Surrounds,Abduction and kidnapping,2011,26,510170,5
Sydney Surrounds,Against justice procedures,2011,3005,510170,589
Sydney Surrounds,Arson,2011,501,510170,98
Sydney Surrounds,Assault,2011,4315,510170,846
Sydney Surrounds,Betting and gaming offences,2011,8,510170,2
Sydney Surrounds,Blackmail and extortion,2011,7,510170,1
Sydney Surrounds,Disorderly conduct,2011,1097,510170,215
Sydney Surrounds,Drug offences,2011,1258,510170,247
Sydney Surrounds,Homicide,2011,10,510170,2
Sydney Surrounds,"Intimidation, stalking and harassment",2011,2177,510170,427
Sydney Surrounds,Liquor offences,2011,574,510170,113
Sydney Surrounds,Malicious damage to property,2011,6567,510170,1287
Sydney Surrounds,Other offences,2011,694,510170,136
Sydney Surrounds,Other offences against the person,2011,106,510170,21
Sydney Surrounds,Pornography offences,2011,34,510170,7
Sydney Surrounds,Prohibited and regulated weapons offences,2011,392,510170,77
Sydney Surrounds,Prostitution offences,2011,1,510170,0
Sydney Surrounds,Robbery,2011,169,510170,33
Sydney Surrounds,Sexual offences,2011,846,510170,166
Sydney Surrounds,Theft,2011,15857,510170,3108
Sydney Surrounds,Transport regulatory offences,2011,3652,510170,716
Central West,Abduction and kidnapping,2012,10,203773,5
Central West,Against justice procedures,2012,1749,203773,858
Central West,Arson,2012,301,203773,148
Central West,Assault,2012,2651,203773,1301
Central West,Betting and gaming offences,2012,1,203773,0
Central West,Blackmail and extortion,2012,0,203773,0
Central West,Disorderly conduct,2012,1140,203773,559
Central West,Drug offences,2012,966,203773,474
Central West,Homicide,2012,0,203773,0
Central West,"Intimidation, stalking and harassment",2012,1215,203773,596
Central West,Liquor offences,2012,427,203773,210
Central West,Malicious damage to property,2012,3541,203773,1738
Central West,Other offences,2012,531,203773,261
Central West,Other offences against the person,2012,61,203773,30
Central West,Pornography offences,2012,18,203773,9
Central West,Prohibited and regulated weapons offences,2012,332,203773,163
Central West,Prostitution offences,2012,0,203773,0
Central West,Robbery,2012,62,203773,30
Central West,Sexual offences,2012,470,203773,231
Central West,Theft,2012,7320,203773,3592
Central West,Transport regulatory offences,2012,30,203773,15
Far West,Abduction and kidnapping,2012,1,22124,5
Far West,Against justice procedures,2012,348,22124,1573
Far West,Arson,2012,33,22124,149
Far West,Assault,2012,523,22124,2364
Far West,Betting and gaming offences,2012,0,22124,0
Far West,Blackmail and extortion,2012,0,22124,0
Far West,Disorderly conduct,2012,197,22124,890
Far West,Drug offences,2012,109,22124,493
Far West,Homicide,2012,1,22124,5
Far West,"Intimidation, stalking and harassment",2012,150,22124,678
Far West,Liquor offences,2012,84,22124,380
Far West,Malicious damage to property,2012,572,22124,2585
Far West,Other offences,2012,77,22124,348
Far West,Other offences against the person,2012,8,22124,36
Far West,Pornography offences,2012,4,22124,18
Far West,Prohibited and regulated weapons offences,2012,52,22124,235
Far West,Prostitution offences,2012,0,22124,0
Far West,Robbery,2012,6,22124,27
Far West,Sexual offences,2012,59,22124,267
Far West,Theft,2012,1086,22124,4909
Far West,Transport regulatory offences,2012,7,22124,32
Greater Metropolitan Sydney,Abduction and kidnapping,2012,179,4163349,4
Greater Metropolitan Sydney,Against justice procedures,2012,26948,4163349,647
Greater Metropolitan Sydney,Arson,2012,2400,4163349,58
Greater Metropolitan Sydney,Assault,2012,31482,4163349,756
Greater Metropolitan Sydney,Betting and gaming offences,2012,49,4163349,1
Greater Metropolitan Sydney,Blackmail and extortion,2012,93,4163349,2
Greater Metropolitan Sydney,Disorderly conduct,2012,9983,4163349,240
Greater Metropolitan Sydney,Drug offences,2012,19433,4163349,467
Greater Metropolitan Sydney,Homicide,2012,69,4163349,2
Greater Metropolitan Sydney,"Intimidation, stalking and harassment",2012,14281,4163349,343
Greater Metropolitan Sydney,Liquor offences,2012,8039,4163349,193
Greater Metropolitan Sydney,Malicious damage to property,2012,37546,4163349,902
Greater Metropolitan Sydney,Other offences,2012,7699,4163349,185
Greater Metropolitan Sydney,Other offences against the person,2012,563,4163349,14
Greater Metropolitan Sydney,Pornography offences,2012,167,4163349,4
Greater Metropolitan Sydney,Prohibited and regulated weapons offences,2012,3940,4163349,95
Greater Metropolitan Sydney,Prostitution offences,2012,94,4163349,2
Greater Metropolitan Sydney,Robbery,2012,3349,4163349,80
Greater Metropolitan Sydney,Sexual offences,2012,4590,4163349,110
Greater Metropolitan Sydney,Theft,2012,144241,4163349,3465
Greater Metropolitan Sydney,Transport regulatory offences,2012,48251,4163349,1159
Hunter,Abduction and kidnapping,2012,24,610477,4
Hunter,Against justice procedures,2012,4563,610477,747
Hunter,Arson,2012,1088,610477,178
Hunter,Assault,2012,5991,610477,981
Hunter,Betting and gaming offences,2012,5,610477,1
Hunter,Blackmail and extortion,2012,5,610477,1
Hunter,Disorderly conduct,2012,1663,610477,272
Hunter,Drug offences,2012,1901,610477,311
Hunter,Homicide,2012,6,610477,1
Hunter,"Intimidation, stalking and harassment",2012,2892,610477,474
Hunter,Liquor offences,2012,639,610477,105
Hunter,Malicious damage to property,2012,8990,610477,1473
Hunter,Other offences,2012,1193,610477,195
Hunter,Other offences against the person,2012,82,610477,13
Hunter,Pornography offences,2012,42,610477,7
Hunter,Prohibited and regulated weapons offences,2012,632,610477,104
Hunter,Prostitution offences,2012,0,610477,0
Hunter,Robbery,2012,387,610477,63
Hunter,Sexual offences,2012,1106,610477,181
Hunter,Theft,2012,26722,610477,4377
Hunter,Transport regulatory offences,2012,3981,610477,652
Illawarra,Abduction and kidnapping,2012,24,434522,6
Illawarra,Against justice procedures,2012,3485,434522,802
Illawarra,Arson,2012,598,434522,138
Illawarra,Assault,2012,3609,434522,831
Illawarra,Betting and gaming offences,2012,10,434522,2
Illawarra,Blackmail and extortion,2012,3,434522,1
Illawarra,Disorderly conduct,2012,1087,434522,250
Illawarra,Drug offences,2012,1899,434522,437
Illawarra,Homicide,2012,5,434522,1
Illawarra,"Intimidation, stalking and harassment",2012,1969,434522,453
Illawarra,Liquor offences,2012,832,434522,191
Illawarra,Malicious damage to property,2012,4944,434522,1138
Illawarra,Other offences,2012,679,434522,156
Illawarra,Other offences against the person,2012,66,434522,15
Illawarra,Pornography offences,2012,23,434522,5
Illawarra,Prohibited and regulated weapons offences,2012,619,434522,142
Illawarra,Prostitution offences,2012,1,434522,0
Illawarra,Robbery,2012,160,434522,37
Illawarra,Sexual offences,2012,673,434522,155
Illawarra,Theft,2012,14168,434522,3261
Illawarra,Transport regulatory offences,2012,2591,434522,596
Mid North Coast,Abduction and kidnapping,2012,14,349935,4
Mid North Coast,Against justice procedures,2012,2426,349935,693
Mid North Coast,Arson,2012,563,349935,161
Mid North Coast,Assault,2012,4112,349935,1175
Mid North Coast,Betting and gaming offences,2012,1,349935,0
Mid North Coast,Blackmail and extortion,2012,1,349935,0
Mid North Coast,Disorderly conduct,2012,1404,349935,401
Mid North Coast,Drug offences,2012,1729,349935,494
Mid North Coast,Homicide,2012,6,349935,2
Mid North Coast,"Intimidation, stalking and harassment",2012,2019,349935,577
Mid North Coast,Liquor offences,2012,810,349935,231
Mid North Coast,Malicious damage to property,2012,4949,349935,1414
Mid North Coast,Other offences,2012,946,349935,270
Mid North Coast,Other offences against the person,2012,80,349935,23
Mid North Coast,Pornography offences,2012,10,349935,3
Mid North Coast,Prohibited and regulated weapons offences,2012,376,349935,107
Mid North Coast,Prostitution offences,2012,0,349935,0
Mid North Coast,Robbery,2012,164,349935,47
Mid North Coast,Sexual offences,2012,647,349935,185
Mid North Coast,Theft,2012,12491,349935,3570
Mid North Coast,Transport regulatory offences,2012,26,349935,7
Murray,Abduction and kidnapping,2012,6,110326,5
Murray,Against justice procedures,2012,1101,110326,998
Murray,Arson,2012,151,110326,137
Murray,Assault,2012,1135,110326,1029
Murray,Betting and gaming offences,2012,9,110326,8
Murray,Blackmail and extortion,2012,0,110326,0
Murray,Disorderly conduct,2012,694,110326,629
Murray,Drug offences,2012,956,110326,867
Murray,Homicide,2012,0,110326,0
Murray,"Intimidation, stalking and harassment",2012,486,110326,441
Murray,Liquor offences,2012,263,110326,238
Murray,Malicious damage to property,2012,1798,110326,1630
Murray,Other offences,2012,346,110326,314
Murray,Other offences against the person,2012,21,110326,19
Murray,Pornography offences,2012,4,110326,4
Murray,Prohibited and regulated weapons offences,2012,220,110326,199
Murray,Prostitution offences,2012,1,110326,1
Murray,Robbery,2012,27,110326,24
Murray,Sexual offences,2012,231,110326,209
Murray,Theft,2012,4638,110326,4204
Murray,Transport regulatory offences,2012,11,110326,10
Murrumbidgee,Abduction and kidnapping,2012,8,145625,5
Murrumbidgee,Against justice procedures,2012,1247,145625,856
Murrumbidgee,Arson,2012,172,145625,118
Murrumbidgee,Assault,2012,1668,145625,1145
Murrumbidgee,Betting and gaming offences,2012,39,145625,27
Murrumbidgee,Blackmail and extortion,2012,2,145625,1
Murrumbidgee,Disorderly conduct,2012,836,145625,574
Murrumbidgee,Drug offences,2012,859,145625,590
Murrumbidgee,Homicide,2012,2,145625,1
Murrumbidgee,"Intimidation, stalking and harassment",2012,832,145625,571
Murrumbidgee,Liquor offences,2012,629,145625,432
Murrumbidgee,Malicious damage to property,2012,2460,145625,1689
Murrumbidgee,Other offences,2012,494,145625,339
Murrumbidgee,Other offences against the person,2012,25,145625,17
Murrumbidgee,Pornography offences,2012,9,145625,6
Murrumbidgee,Prohibited and regulated weapons offences,2012,443,145625,304
Murrumbidgee,Prostitution offences,2012,0,145625,0
Murrumbidgee,Robbery,2012,27,145625,19
Murrumbidgee,Sexual offences,2012,290,145625,199
Murrumbidgee,Theft,2012,5936,145625,4076
Murrumbidgee,Transport regulatory offences,2012,14,145625,10
North Western,Abduction and kidnapping,2012,9,96915,9
North Western,Against justice procedures,2012,1977,96915,2040
North Western,Arson,2012,319,96915,329
North Western,Assault,2012,2178,96915,2247
North Western,Betting and gaming offences,2012,6,96915,6
North Western,Blackmail and extortion,2012,1,96915,1
North Western,Disorderly conduct,2012,1101,96915,1136
North Western,Drug offences,2012,575,96915,593
North Western,Homicide,2012,0,96915,0
North Western,"Intimidation, stalking and harassment",2012,893,96915,921
North Western,Liquor offences,2012,376,96915,388
North Western,Malicious damage to property,2012,2349,96915,2424
North Western,Other offences,2012,407,96915,420
North Western,Other offences against the person,2012,48,96915,50
North Western,Pornography offences,2012,6,96915,6
North Western,Prohibited and regulated weapons offences,2012,210,96915,217
North Western,Prostitution offences,2012,1,96915,1
North Western,Robbery,2012,42,96915,43
North Western,Sexual offences,2012,336,96915,347
North Western,Theft,2012,5449,96915,5622
North Western,Transport regulatory offences,2012,6,96915,6
Northern,Abduction and kidnapping,2012,4,183251,2
Northern,Against justice procedures,2012,1912,183251,1043
Northern,Arson,2012,417,183251,228
Northern,Assault,2012,2929,183251,1598
Northern,Betting and gaming offences,2012,0,183251,0
Northern,Blackmail and extortion,2012,2,183251,1
Northern,Disorderly conduct,2012,1855,183251,1012
Northern,Drug offences,2012,1123,183251,613
Northern,Homicide,2012,5,183251,3
Northern,"Intimidation, stalking and harassment",2012,1359,183251,742
Northern,Liquor offences,2012,518,183251,283
Northern,Malicious damage to property,2012,3459,183251,1888
Northern,Other offences,2012,811,183251,443
Northern,Other offences against the person,2012,73,183251,40
Northern,Pornography offences,2012,10,183251,5
Northern,Prohibited and regulated weapons offences,2012,356,183251,194
Northern,Prostitution offences,2012,1,183251,1
Northern,Robbery,2012,74,183251,40
Northern,Sexual offences,2012,463,183251,253
Northern,Theft,2012,8232,183251,4492
Northern,Transport regulatory offences,2012,23,183251,13
Richmond Tweed,Abduction and kidnapping,2012,13,238246,5
Richmond Tweed,Against justice procedures,2012,1574,238246,661
Richmond Tweed,Arson,2012,226,238246,95
Richmond Tweed,Assault,2012,2474,238246,1038
Richmond Tweed,Betting and gaming offences,2012,3,238246,1
Richmond Tweed,Blackmail and extortion,2012,1,238246,0
Richmond Tweed,Disorderly conduct,2012,1256,238246,527
Richmond Tweed,Drug offences,2012,2496,238246,1048
Richmond Tweed,Homicide,2012,4,238246,2
Richmond Tweed,"Intimidation, stalking and harassment",2012,902,238246,379
Richmond Tweed,Liquor offences,2012,860,238246,361
Richmond Tweed,Malicious damage to property,2012,2679,238246,1124
Richmond Tweed,Other offences,2012,715,238246,300
Richmond Tweed,Other offences against the person,2012,49,238246,21
Richmond Tweed,Pornography offences,2012,15,238246,6
Richmond Tweed,Prohibited and regulated weapons offences,2012,303,238246,127
Richmond Tweed,Prostitution offences,2012,0,238246,0
Richmond Tweed,Robbery,2012,80,238246,34
Richmond Tweed,Sexual offences,2012,461,238246,194
Richmond Tweed,Theft,2012,7977,238246,3348
Richmond Tweed,Transport regulatory offences,2012,14,238246,6
Southeastern,Abduction and kidnapping,2012,5,231897,2
Southeastern,Against justice procedures,2012,1136,231897,490
Southeastern,Arson,2012,204,231897,88
Southeastern,Assault,2012,1915,231897,826
Southeastern,Betting and gaming offences,2012,0,231897,0
Southeastern,Blackmail and extortion,2012,2,231897,1
Southeastern,Disorderly conduct,2012,1178,231897,508
Southeastern,Drug offences,2012,1546,231897,667
Southeastern,Homicide,2012,6,231897,3
